month;day;hour;Dry Bulb Temperature [DegC];Global Horizontal Radiation [Wh/m2];Relative Humidity
8;28;22;19.3;0;49
8;28;23;18.8;0;52
8;28;24;18.1;0;55
8;29;1;17.3;0;58
8;29;2;16.3;0;61
8;29;3;15.2;0;67
8;29;4;14.4;0;71
8;29;5;13.6;0;77
8;29;6;13.0;0;82
8;29;7;13.7;10;81
8;29;8;16.0;121;71
8;29;9;18.4;307;59
8;29;10;20.4;494;43
8;29;11;21.9;654;38
8;29;12;22.6;778;34
8;29;13;24.0;835;31
8;29;14;24.8;832;27
8;29;15;25.5;766;27
8;29;16;25.7;643;27
8;29;17;25.8;476;25
8;29;18;25.2;282;26
8;29;19;24.1;99;28
8;29;20;21.9;2;32
8;29;21;19.8;0;38
8;29;22;18.3;0;42
8;29;23;17.8;0;45
8;29;24;17.3;0;47
8;30;1;15.8;0;53
8;30;2;15.1;0;58
8;30;3;15.1;0;61
8;30;4;14.4;0;66
8;30;5;13.7;0;69
8;30;6;13.3;0;72
8;30;7;13.5;9;74
8;30;8;14.9;118;70
8;30;9;16.2;304;67
8;30;10;18.3;488;60
8;30;11;20.1;612;48
8;30;12;21.4;716;48
8;30;13;21.8;818;41
8;30;14;22.9;816;34
8;30;15;22.9;750;35
8;30;16;22.5;638;33
8;30;17;23.6;470;30
8;30;18;23.2;276;30
8;30;19;22.5;95;29
8;30;20;19.7;1;36
8;30;21;18.3;0;41
8;30;22;18.3;0;37
8;30;23;16.9;0;42
8;30;24;14.3;0;51
8;31;1;14.9;0;49
8;31;2;14.4;0;51
8;31;3;12.0;0;59
8;31;4;12.1;0;59
8;31;5;11.3;0;63
8;31;6;9.8;0;74
8;31;7;11.7;8;63
8;31;8;12.9;117;59
8;31;9;16.2;303;49
8;31;10;18.0;495;42
8;31;11;19.9;659;34
8;31;12;21.1;773;32
8;31;13;22.4;831;28
8;31;14;24.1;826;24
8;31;15;25.0;761;20
8;31;16;25.8;637;20
8;31;17;26.2;468;20
8;31;18;26.2;272;21
8;31;19;22.0;91;28
8;31;20;20.0;0;33
8;31;21;19.3;0;35
8;31;22;19.8;0;44
8;31;23;20.4;0;55
8;31;24;21.6;0;63
9;1;1;22.2;0;77
9;1;2;22.2;0;78
9;1;3;22.2;0;79
9;1;4;22.2;0;79
9;1;5;22.2;0;80
9;1;6;22.5;0;81
9;1;7;22.5;2;79
9;1;8;22.2;35;84
9;1;9;22.8;152;82
9;1;10;23.0;152;80
9;1;11;21.4;202;82
9;1;12;21.5;237;80
9;1;13;22.2;255;77
9;1;14;21.9;253;76
9;1;15;22.5;232;73
9;1;16;23.2;194;68
9;1;17;23.0;142;71
9;1;18;23.7;135;65
9;1;19;22.5;44;66
9;1;20;21.0;0;73
9;1;21;20.4;0;75
9;1;22;20.2;0;70
9;1;23;19.9;0;71
9;1;24;19.7;0;70
9;2;1;19.2;0;70
9;2;2;19.2;0;68
9;2;3;18.7;0;72
9;2;4;18.5;0;72
9;2;5;18.4;0;72
9;2;6;18.4;0;72
9;2;7;18.2;6;74
9;2;8;18.9;102;74
9;2;9;20.5;151;67
9;2;10;22.2;249;56
9;2;11;23.8;432;50
9;2;12;25.7;508;45
9;2;13;26.5;810;44
9;2;14;26.8;415;45
9;2;15;27.5;381;45
9;2;16;27.9;572;45
9;2;17;28.3;433;43
9;2;18;28.0;249;44
9;2;19;26.3;71;50
9;2;20;24.2;0;60
9;2;21;23.2;0;65
9;2;22;22.3;0;68
9;2;23;21.0;0;73
9;2;24;20.3;0;78
9;3;1;20.7;0;74
9;3;2;21.1;0;73
9;3;3;20.8;0;73
9;3;4;20.1;0;76
9;3;5;19.7;0;75
9;3;6;19.8;0;70
9;3;7;20.1;3;63
9;3;8;20.2;55;69
9;3;9;22.1;270;59
9;3;10;22.0;247;59
9;3;11;21.5;330;62
9;3;12;21.7;388;61
9;3;13;22.7;417;54
9;3;14;23.2;414;52
9;3;15;23.7;379;50
9;3;16;22.8;315;55
9;3;17;22.7;229;56
9;3;18;22.6;130;53
9;3;19;22.1;40;55
9;3;20;20.9;0;63
9;3;21;19.1;0;73
9;3;22;17.7;0;78
9;3;23;16.6;0;81
9;3;24;16.1;0;85
9;4;1;15.5;0;85
9;4;2;15.0;0;89
9;4;3;14.8;0;90
9;4;4;15.7;0;90
9;4;5;15.4;0;90
9;4;6;15.7;0;88
9;4;7;16.3;2;85
9;4;8;17.6;54;79
9;4;9;18.2;148;78
9;4;10;18.7;245;83
9;4;11;20.8;590;67
9;4;12;23.3;388;43
9;4;13;24.1;753;37
9;4;14;24.4;415;34
9;4;15;24.1;681;44
9;4;16;23.2;567;43
9;4;17;23.1;435;42
9;4;18;22.4;241;41
9;4;19;21.3;74;42
9;4;20;19.3;0;48
9;4;21;18.0;0;52
9;4;22;16.7;0;58
9;4;23;15.2;0;64
9;4;24;14.6;0;66
9;5;1;13.9;0;68
9;5;2;13.4;0;69
9;5;3;12.7;0;70
9;5;4;11.9;0;73
9;5;5;11.5;0;74
9;5;6;10.5;0;79
9;5;7;11.3;3;78
9;5;8;13.1;103;72
9;5;9;15.1;286;62
9;5;10;17.5;471;48
9;5;11;18.8;631;42
9;5;12;20.1;744;36
9;5;13;21.1;809;33
9;5;14;21.7;803;31
9;5;15;22.8;735;27
9;5;16;23.2;610;28
9;5;17;23.1;439;28
9;5;18;22.6;246;28
9;5;19;21.5;71;32
9;5;20;20.5;0;35
9;5;21;18.3;0;43
9;5;22;17.6;0;47
9;5;23;16.0;0;52
9;5;24;13.9;0;60
9;6;1;13.9;0;61
9;6;2;13.3;0;63
9;6;3;11.4;0;71
9;6;4;10.2;0;80
9;6;5;9.6;0;82
9;6;6;8.6;0;86
9;6;7;9.3;2;85
9;6;8;11.5;100;79
9;6;9;15.4;283;59
9;6;10;18.7;474;45
9;6;11;20.9;637;33
9;6;12;22.5;750;30
9;6;13;24.4;806;26
9;6;14;26.5;799;22
9;6;15;28.0;732;18
9;6;16;28.6;607;16
9;6;17;29.0;422;15
9;6;18;29.0;233;16
9;6;19;27.2;65;19
9;6;20;23.2;0;23
9;6;21;23.4;0;24
9;6;22;21.5;0;28
9;6;23;20.3;0;31
9;6;24;19.7;0;31
9;7;1;19.3;0;32
9;7;2;17.2;0;38
9;7;3;16.9;0;41
9;7;4;16.3;0;46
9;7;5;16.3;0;51
9;7;6;15.6;0;56
9;7;7;17.4;1;52
9;7;8;19.4;98;44
9;7;9;21.5;279;44
9;7;10;23.6;468;39
9;7;11;25.1;628;37
9;7;12;26.8;740;33
9;7;13;28.4;794;31
9;7;14;29.9;787;28
9;7;15;30.8;710;25
9;7;16;30.8;575;24
9;7;17;30.6;412;23
9;7;18;29.8;225;28
9;7;19;26.7;60;36
9;7;20;24.6;0;44
9;7;21;22.6;0;46
9;7;22;21.4;0;44
9;7;23;20.3;0;52
9;7;24;19.5;0;62
9;8;1;19.2;0;66
9;8;2;18.3;0;69
9;8;3;17.1;0;72
9;8;4;16.8;0;75
9;8;5;16.0;0;83
9;8;6;16.4;0;88
9;8;7;16.9;0;85
9;8;8;18.7;94;77
9;8;9;21.2;273;66
9;8;10;23.7;461;54
9;8;11;25.6;620;49
9;8;12;28.0;723;39
9;8;13;29.1;764;31
9;8;14;30.2;759;24
9;8;15;30.8;691;24
9;8;16;30.9;571;23
9;8;17;31.2;407;22
9;8;18;29.2;199;24
9;8;19;26.2;55;31
9;8;20;24.2;0;40
9;8;21;22.6;0;40
9;8;22;21.2;0;44
9;8;23;20.1;0;43
9;8;24;19.5;0;45
9;9;1;17.5;0;51
9;9;2;17.9;0;51
9;9;3;16.9;0;55
9;9;4;14.9;0;63
9;9;5;14.7;0;66
9;9;6;14.2;0;71
9;9;7;14.3;0;72
9;9;8;16.3;62;71
9;9;9;19.0;140;67
9;9;10;22.2;308;55
9;9;11;24.3;597;47
9;9;12;25.8;706;41
9;9;13;27.5;760;32
9;9;14;28.7;754;27
9;9;15;29.6;686;26
9;9;16;30.0;565;24
9;9;17;29.5;363;22
9;9;18;29.1;115;22
9;9;19;27.9;37;26
9;9;20;25.4;0;31
9;9;21;23.5;0;38
9;9;22;23.1;0;40
9;9;23;21.3;0;46
9;9;24;19.2;0;56
9;10;1;17.1;0;74
9;10;2;16.7;0;81
9;10;3;16.8;0;86
9;10;4;16.8;0;88
9;10;5;17.1;0;89
9;10;6;17.8;0;90
9;10;7;18.3;0;87
9;10;8;19.0;46;82
9;10;9;20.0;138;75
9;10;10;21.2;422;69
9;10;11;23.7;604;58
9;10;12;25.3;713;52
9;10;13;26.7;752;42
9;10;14;28.5;747;31
9;10;15;29.2;655;27
9;10;16;29.8;539;24
9;10;17;29.9;412;17
9;10;18;29.7;218;20
9;10;19;27.8;52;22
9;10;20;25.7;0;27
9;10;21;24.7;0;27
9;10;22;23.5;0;29
9;10;23;22.5;0;32
9;10;24;20.7;0;40
9;11;1;18.5;0;50
9;11;2;18.6;0;52
9;11;3;18.1;0;56
9;11;4;16.1;0;66
9;11;5;15.3;0;71
9;11;6;15.8;0;72
9;11;7;15.2;0;75
9;11;8;16.9;87;68
9;11;9;19.7;265;60
9;11;10;22.0;452;52
9;11;11;24.0;603;44
9;11;12;24.8;713;41
9;11;13;26.1;776;36
9;11;14;27.3;768;33
9;11;15;27.2;698;31
9;11;16;27.9;572;30
9;11;17;27.1;402;32
9;11;18;27.0;211;31
9;11;19;25.9;48;34
9;11;20;23.8;0;41
9;11;21;22.3;0;49
9;11;22;21.2;0;54
9;11;23;19.8;0;59
9;11;24;18.9;0;63
9;12;1;18.0;0;67
9;12;2;17.0;0;70
9;12;3;15.2;0;80
9;12;4;14.5;0;80
9;12;5;13.8;0;84
9;12;6;13.8;0;85
9;12;7;13.6;0;85
9;12;8;15.7;85;78
9;12;9;18.6;253;64
9;12;10;21.2;392;54
9;12;11;23.3;530;48
9;12;12;25.3;668;41
9;12;13;27.0;718;36
9;12;14;27.1;711;32
9;12;15;28.1;647;27
9;12;16;28.1;548;28
9;12;17;27.4;347;29
9;12;18;26.9;192;28
9;12;19;25.6;41;37
9;12;20;24.4;0;40
9;12;21;22.4;0;46
9;12;22;21.9;0;47
9;12;23;20.5;0;53
9;12;24;19.3;0;57
9;13;1;18.2;0;61
9;13;2;16.4;0;73
9;13;3;15.8;0;79
9;13;4;15.4;0;79
9;13;5;15.5;0;81
9;13;6;15.5;0;82
9;13;7;15.9;0;84
9;13;8;16.2;81;81
9;13;9;17.9;133;75
9;13;10;20.0;437;68
9;13;11;22.3;601;56
9;13;12;23.7;702;51
9;13;13;25.4;755;43
9;13;14;25.9;746;40
9;13;15;27.1;677;35
9;13;16;26.2;559;39
9;13;17;26.4;390;36
9;13;18;25.9;200;34
9;13;19;24.3;41;38
9;13;20;22.2;0;42
9;13;21;20.5;0;46
9;13;22;21.0;0;45
9;13;23;19.6;0;61
9;13;24;18.2;0;68
9;14;1;17.6;0;69
9;14;2;16.7;0;75
9;14;3;16.3;0;78
9;14;4;15.3;0;82
9;14;5;15.0;0;83
9;14;6;14.4;0;85
9;14;7;14.1;0;84
9;14;8;14.7;80;73
9;14;9;16.0;256;62
9;14;10;17.4;443;54
9;14;11;19.2;603;46
9;14;12;20.5;704;43
9;14;13;21.7;756;38
9;14;14;22.0;757;35
9;14;15;23.0;677;31
9;14;16;21.9;551;32
9;14;17;21.4;360;32
9;14;18;21.2;172;33
9;14;19;20.5;20;35
9;14;20;19.7;0;38
9;14;21;18.6;0;39
9;14;22;17.7;0;43
9;14;23;17.0;0;48
9;14;24;16.4;0;51
9;15;1;15.7;0;53
9;15;2;14.4;0;59
9;15;3;13.9;0;61
9;15;4;13.7;0;63
9;15;5;12.8;0;66
9;15;6;13.8;0;62
9;15;7;13.6;0;63
9;15;8;14.4;68;59
9;15;9;16.0;245;55
9;15;10;17.8;410;49
9;15;11;18.6;310;43
9;15;12;19.0;367;42
9;15;13;20.6;394;36
9;15;14;18.4;388;47
9;15;15;20.0;351;40
9;15;16;19.9;285;39
9;15;17;20.0;197;36
9;15;18;18.6;98;44
9;15;19;17.7;18;48
9;15;20;17.7;0;48
9;15;21;15.5;0;64
9;15;22;14.7;0;64
9;15;23;13.7;0;66
9;15;24;14.1;0;65
9;16;1;13.2;0;66
9;16;2;12.0;0;72
9;16;3;11.8;0;75
9;16;4;11.3;0;77
9;16;5;10.8;0;79
9;16;6;10.9;0;77
9;16;7;10.2;0;80
9;16;8;12.8;75;70
9;16;9;14.2;249;63
9;16;10;16.2;430;58
9;16;11;18.2;587;48
9;16;12;19.9;657;41
9;16;13;20.0;705;39
9;16;14;21.8;723;34
9;16;15;22.3;653;32
9;16;16;21.9;528;34
9;16;17;21.9;370;34
9;16;18;21.1;183;35
9;16;19;19.8;31;40
9;16;20;18.4;0;44
9;16;21;17.2;0;50
9;16;22;16.3;0;53
9;16;23;14.4;0;61
9;16;24;14.4;0;62
9;17;1;13.7;0;66
9;17;2;14.1;0;65
9;17;3;12.3;0;77
9;17;4;11.2;0;82
9;17;5;11.1;0;88
9;17;6;10.7;0;89
9;17;7;10.6;0;89
9;17;8;12.3;73;83
9;17;9;15.4;245;68
9;17;10;18.0;431;58
9;17;11;19.8;588;52
9;17;12;21.0;699;45
9;17;13;22.5;742;38
9;17;14;23.6;717;33
9;17;15;24.7;646;32
9;17;16;25.3;523;27
9;17;17;25.7;356;29
9;17;18;24.3;157;31
9;17;19;22.8;26;40
9;17;20;21.9;0;43
9;17;21;20.8;0;52
9;17;22;20.0;0;60
9;17;23;19.7;0;61
9;17;24;19.0;0;59
9;18;1;18.7;0;63
9;18;2;18.6;0;65
9;18;3;18.4;0;63
9;18;4;17.9;0;63
9;18;5;17.7;0;68
9;18;6;18.8;0;70
9;18;7;18.2;0;73
9;18;8;18.9;36;68
9;18;9;20.0;124;63
9;18;10;19.8;219;66
9;18;11;21.6;541;56
9;18;12;20.8;356;59
9;18;13;22.6;384;45
9;18;14;23.7;380;34
9;18;15;23.5;342;34
9;18;16;24.1;275;34
9;18;17;21.0;185;60
9;18;18;18.6;160;77
9;18;19;18.0;13;69
9;18;20;14.5;0;87
9;18;21;14.5;0;87
9;18;22;15.2;0;77
9;18;23;14.7;0;80
9;18;24;13.9;0;84
9;19;1;14.1;0;84
9;19;2;14.2;0;82
9;19;3;14.9;0;79
9;19;4;14.8;0;80
9;19;5;14.7;0;80
9;19;6;14.6;0;80
9;19;7;14.7;0;78
9;19;8;15.1;35;78
9;19;9;15.7;221;76
9;19;10;17.1;218;72
9;19;11;18.0;298;68
9;19;12;18.0;354;68
9;19;13;17.1;379;80
9;19;14;17.9;372;80
9;19;15;19.1;336;68
9;19;16;17.8;270;73
9;19;17;17.1;182;77
9;19;18;16.7;86;81
9;19;19;16.9;12;79
9;19;20;16.4;0;80
9;19;21;16.2;0;83
9;19;22;15.8;0;86
9;19;23;16.2;0;82
9;19;24;16.3;0;81
9;20;1;16.1;0;83
9;20;2;15.8;0;85
9;20;3;15.8;0;86
9;20;4;15.9;0;84
9;20;5;15.4;0;88
9;20;6;15.4;0;88
9;20;7;15.5;0;88
9;20;8;15.6;34;89
9;20;9;15.6;121;88
9;20;10;16.7;215;84
9;20;11;16.5;180;85
9;20;12;17.8;350;82
9;20;13;16.8;376;84
9;20;14;17.0;370;84
9;20;15;16.9;332;83
9;20;16;15.5;266;90
9;20;17;14.4;179;90
9;20;18;14.7;84;88
9;20;19;14.7;12;90
9;20;20;14.6;0;89
9;20;21;14.7;0;89
9;20;22;14.5;0;89
9;20;23;14.7;0;90
9;20;24;14.7;0;90
9;21;1;14.8;0;90
9;21;2;14.9;0;90
9;21;3;14.9;0;91
9;21;4;14.8;0;91
9;21;5;14.9;0;92
9;21;6;15.1;0;91
9;21;7;15.2;0;91
9;21;8;15.5;32;90
9;21;9;16.1;119;87
9;21;10;16.8;213;83
9;21;11;17.6;293;81
9;21;12;18.2;348;78
9;21;13;18.9;374;74
9;21;14;19.7;367;69
9;21;15;19.9;329;70
9;21;16;20.8;263;66
9;21;17;20.9;176;65
9;21;18;20.5;81;67
9;21;19;19.7;11;71
9;21;20;19.5;0;74
9;21;21;19.1;0;74
9;21;22;18.5;0;79
9;21;23;18.0;0;81
9;21;24;17.5;0;84
9;22;1;17.0;0;86
9;22;2;16.9;0;86
9;22;3;16.4;0;88
9;22;4;16.4;0;89
9;22;5;16.3;0;89
9;22;6;16.4;0;88
9;22;7;16.1;0;89
9;22;8;15.8;19;90
9;22;9;15.9;71;90
9;22;10;15.8;129;90
9;22;11;16.4;177;86
9;22;12;16.7;211;84
9;22;13;17.2;226;81
9;22;14;17.3;222;81
9;22;15;17.7;326;78
9;22;16;19.0;469;73
9;22;17;20.4;330;69
9;22;18;20.0;151;70
9;22;19;18.5;19;77
9;22;20;16.8;0;83
9;22;21;15.9;0;86
9;22;22;15.5;0;89
9;22;23;14.6;0;91
9;22;24;14.5;0;92
9;23;1;14.2;0;92
9;23;2;13.3;0;93
9;23;3;14.4;0;94
9;23;4;13.3;0;93
9;23;5;12.5;0;94
9;23;6;12.9;0;95
9;23;7;13.4;0;95
9;23;8;14.2;30;95
9;23;9;15.2;115;94
9;23;10;16.5;127;89
9;23;11;17.3;288;86
9;23;12;18.5;343;80
9;23;13;20.6;712;72
9;23;14;22.7;698;64
9;23;15;24.7;625;56
9;23;16;26.0;497;50
9;23;17;25.9;328;48
9;23;18;24.9;146;52
9;23;19;23.3;17;58
9;23;20;21.4;0;67
9;23;21;20.4;0;71
9;23;22;19.1;0;75
9;23;23;17.6;0;80
9;23;24;16.8;0;85
9;24;1;15.5;0;88
9;24;2;15.4;0;89
9;24;3;14.5;0;91
9;24;4;14.0;0;91
9;24;5;13.4;0;92
9;24;6;13.7;0;93
9;24;7;13.7;0;93
9;24;8;15.0;56;92
9;24;9;17.8;219;85
9;24;10;21.4;399;71
9;24;11;23.8;546;60
9;24;12;24.8;651;54
9;24;13;26.3;700;47
9;24;14;27.0;687;43
9;24;15;26.8;614;43
9;24;16;27.1;459;41
9;24;17;26.5;319;45
9;24;18;25.0;140;49
9;24;19;23.0;15;56
9;24;20;22.3;0;63
9;24;21;21.7;0;65
9;24;22;21.0;0;68
9;24;23;20.0;0;74
9;24;24;19.2;0;74
9;25;1;18.4;0;78
9;25;2;17.7;0;83
9;25;3;17.1;0;86
9;25;4;16.4;0;88
9;25;5;16.0;0;88
9;25;6;16.3;0;86
9;25;7;16.5;0;84
9;25;8;16.9;28;82
9;25;9;17.9;112;78
9;25;10;18.9;205;71
9;25;11;20.7;543;63
9;25;12;21.7;648;59
9;25;13;23.3;696;50
9;25;14;24.6;683;45
9;25;15;24.7;618;40
9;25;16;25.3;489;37
9;25;17;25.0;319;38
9;25;18;24.5;137;38
9;25;19;22.6;14;43
9;25;20;20.8;0;50
9;25;21;19.3;0;56
9;25;22;18.8;0;58
9;25;23;15.7;0;73
9;25;24;14.9;0;77
9;26;1;14.2;0;81
9;26;2;13.5;0;84
9;26;3;12.9;0;86
9;26;4;12.9;0;88
9;26;5;12.5;0;90
9;26;6;13.2;0;92
9;26;7;13.8;0;93
9;26;8;14.4;26;92
9;26;9;15.4;110;87
9;26;10;16.4;203;82
9;26;11;17.6;282;76
9;26;12;19.6;643;66
9;26;13;21.4;690;60
9;26;14;22.3;677;52
9;26;15;23.5;611;47
9;26;16;24.2;484;37
9;26;17;24.3;312;41
9;26;18;23.5;132;43
9;26;19;22.2;12;48
9;26;20;20.5;0;51
9;26;21;19.1;0;56
9;26;22;17.2;0;69
9;26;23;15.0;0;79
9;26;24;14.1;0;82
9;27;1;13.9;0;83
9;27;2;13.6;0;85
9;27;3;12.9;0;87
9;27;4;13.1;0;87
9;27;5;12.8;0;86
9;27;6;12.9;0;87
9;27;7;13.0;0;88
9;27;8;13.6;47;88
9;27;9;16.2;207;76
9;27;10;18.9;390;64
9;27;11;21.9;542;56
9;27;12;23.5;647;52
9;27;13;24.5;686;47
9;27;14;25.6;672;43
9;27;15;26.3;598;40
9;27;16;26.1;469;41
9;27;17;25.4;302;42
9;27;18;25.3;111;43
9;27;19;21.6;5;56
9;27;20;19.1;0;80
9;27;21;18.9;0;84
9;27;22;18.9;0;80
9;27;23;19.3;0;78
9;27;24;18.7;0;82
9;28;1;17.5;0;84
9;28;2;16.4;0;87
9;28;3;16.1;0;86
9;28;4;15.0;0;91
9;28;5;14.1;0;93
9;28;6;13.7;0;93
9;28;7;13.0;0;94
9;28;8;13.6;46;95
9;28;9;15.5;205;94
9;28;10;18.2;384;77
9;28;11;20.7;536;66
9;28;12;23.0;642;54
9;28;13;24.9;691;43
9;28;14;25.5;675;42
9;28;15;26.5;601;36
9;28;16;26.8;471;33
9;28;17;26.3;301;35
9;28;18;25.5;122;38
9;28;19;24.5;9;41
9;28;20;23.1;0;44
9;28;21;21.1;0;51
9;28;22;19.4;0;58
9;28;23;18.1;0;66
9;28;24;15.8;0;79
9;29;1;15.2;0;81
9;29;2;14.3;0;84
9;29;3;14.0;0;86
9;29;4;13.5;0;87
9;29;5;13.3;0;88
9;29;6;13.0;0;90
9;29;7;12.6;0;90
9;29;8;13.9;44;87
9;29;9;16.3;203;78
9;29;10;19.6;380;67
9;29;11;21.8;532;57
9;29;12;23.9;638;48
9;29;13;25.5;685;41
9;29;14;26.4;670;38
9;29;15;27.2;595;34
9;29;16;27.6;459;31
9;29;17;27.4;296;29
9;29;18;26.4;118;29
9;29;19;24.6;7;33
9;29;20;23.4;0;39
9;29;21;21.3;0;47
9;29;22;19.6;0;54
9;29;23;17.8;0;63
9;29;24;16.3;0;76
9;30;1;15.3;0;80
9;30;2;14.6;0;82
9;30;3;14.3;0;83
9;30;4;13.8;0;86
9;30;5;13.8;0;84
9;30;6;13.3;0;86
9;30;7;13.4;0;85
9;30;8;14.3;41;83
9;30;9;17.8;185;70
9;30;10;21.8;351;55
9;30;11;24.1;511;48
9;30;12;25.5;626;40
9;30;13;26.5;672;37
9;30;14;27.7;645;31
9;30;15;27.2;515;32
9;30;16;26.6;309;33
9;30;17;26.4;253;34
9;30;18;25.5;58;38
9;30;19;22.7;3;49
9;30;20;21.7;0;53
9;30;21;20.4;0;60
9;30;22;19.4;0;64
9;30;23;18.4;0;69
9;30;24;17.7;0;73
10;1;1;17.2;0;76
10;1;2;16.7;0;78
10;1;3;16.5;0;80
10;1;4;16.5;0;81
10;1;5;16.8;0;81
10;1;6;17.8;0;76
10;1;7;16.8;0;81
10;1;8;17.4;21;80
10;1;9;20.2;101;63
10;1;10;20.2;192;63
10;1;11;21.6;270;56
10;1;12;22.7;324;50
10;1;13;23.9;454;45
10;1;14;24.7;651;41
10;1;15;25.4;575;40
10;1;16;25.3;452;38
10;1;17;24.9;283;38
10;1;18;23.6;104;43
10;1;19;22.5;3;50
10;1;20;21.3;0;52
10;1;21;20.0;0;59
10;1;22;18.8;0;62
10;1;23;17.7;0;67
10;1;24;16.8;0;73
10;2;1;16.5;0;77
10;2;2;16.0;0;82
10;2;3;15.4;0;83
10;2;4;15.3;0;84
10;2;5;15.7;0;81
10;2;6;15.6;0;81
10;2;7;15.2;0;83
10;2;8;15.6;19;81
10;2;9;16.1;99;77
10;2;10;17.4;190;70
10;2;11;18.2;484;65
10;2;12;20.2;580;57
10;2;13;20.3;624;50
10;2;14;21.0;609;49
10;2;15;20.9;571;45
10;2;16;21.9;441;42
10;2;17;21.7;278;39
10;2;18;20.5;100;41
10;2;19;18.8;1;45
10;2;20;18.3;0;48
10;2;21;17.3;0;51
10;2;22;15.6;0;57
10;2;23;14.8;0;61
10;2;24;16.1;0;58
10;3;1;15.1;0;63
10;3;2;14.1;0;69
10;3;3;13.4;0;74
10;3;4;12.4;0;77
10;3;5;12.2;0;79
10;3;6;11.2;0;82
10;3;7;10.0;0;88
10;3;8;11.3;36;87
10;3;9;14.2;189;77
10;3;10;16.2;365;69
10;3;11;17.5;510;61
10;3;12;19.4;612;54
10;3;13;20.1;658;47
10;3;14;21.2;642;42
10;3;15;21.8;573;40
10;3;16;22.3;441;39
10;3;17;21.8;272;39
10;3;18;20.6;99;42
10;3;19;18.7;0;49
10;3;20;17.2;0;54
10;3;21;16.1;0;58
10;3;22;15.0;0;61
10;3;23;14.1;0;66
10;3;24;11.8;0;78
10;4;1;10.9;0;80
10;4;2;10.0;0;83
10;4;3;9.9;0;86
10;4;4;9.5;0;88
10;4;5;8.7;0;89
10;4;6;8.5;0;90
10;4;7;8.0;0;90
10;4;8;9.4;34;90
10;4;9;11.8;186;80
10;4;10;15.4;357;66
10;4;11;18.8;506;52
10;4;12;20.4;574;45
10;4;13;21.7;616;40
10;4;14;22.5;565;34
10;4;15;23.2;497;32
10;4;16;23.6;382;30
10;4;17;23.5;234;29
10;4;18;23.0;83;32
10;4;19;21.1;0;37
10;4;20;20.4;0;38
10;4;21;19.6;0;41
10;4;22;17.8;0;49
10;4;23;16.8;0;53
10;4;24;15.3;0;63
10;5;1;14.9;0;62
10;5;2;15.3;0;61
10;5;3;14.9;0;62
10;5;4;14.7;0;67
10;5;5;13.7;0;69
10;5;6;13.5;0;72
10;5;7;15.8;0;72
10;5;8;18.0;16;76
10;5;9;19.5;93;73
10;5;10;22.1;183;63
10;5;11;23.4;497;56
10;5;12;25.0;564;50
10;5;13;25.5;437;47
10;5;14;27.4;613;41
10;5;15;26.3;517;44
10;5;16;27.4;372;41
10;5;17;26.6;255;43
10;5;18;24.7;78;50
10;5;19;22.5;0;61
10;5;20;21.4;0;67
10;5;21;20.6;0;74
10;5;22;20.4;0;79
10;5;23;20.4;0;82
10;5;24;20.6;0;82
10;6;1;20.6;0;83
10;6;2;20.9;0;82
10;6;3;20.9;0;82
10;6;4;20.8;0;81
10;6;5;20.9;0;79
10;6;6;20.7;0;80
10;6;7;20.6;0;81
10;6;8;20.6;25;81
10;6;9;22.0;164;75
10;6;10;23.6;324;66
10;6;11;25.1;256;60
10;6;12;26.7;309;51
10;6;13;26.5;332;51
10;6;14;26.3;323;50
10;6;15;26.7;283;50
10;6;16;27.7;281;45
10;6;17;27.3;169;46
10;6;18;25.2;82;53
10;6;19;23.4;0;61
10;6;20;22.3;0;69
10;6;21;21.6;0;72
10;6;22;21.0;0;75
10;6;23;20.8;0;79
10;6;24;20.7;0;78
10;7;1;20.7;0;78
10;7;2;20.6;0;79
10;7;3;20.3;0;80
10;7;4;20.5;0;80
10;7;5;20.4;0;81
10;7;6;20.5;0;80
10;7;7;20.4;0;82
10;7;8;21.0;26;79
10;7;9;22.2;89;72
10;7;10;22.4;178;71
10;7;11;22.6;254;69
10;7;12;23.3;306;65
10;7;13;23.8;328;64
10;7;14;24.5;319;60
10;7;15;24.1;279;63
10;7;16;23.8;212;64
10;7;17;23.8;127;64
10;7;18;22.7;41;68
10;7;19;21.9;0;73
10;7;20;21.2;0;75
10;7;21;21.7;0;75
10;7;22;21.5;0;76
10;7;23;21.5;0;76
10;7;24;21.5;0;74
10;8;1;19.9;0;84
10;8;2;20.1;0;78
10;8;3;20.1;0;79
10;8;4;20.1;0;84
10;8;5;20.4;0;84
10;8;6;20.1;0;85
10;8;7;20.4;0;85
10;8;8;20.5;14;85
10;8;9;20.8;87;81
10;8;10;21.3;175;80
10;8;11;22.2;480;73
10;8;12;23.4;579;67
10;8;13;24.4;623;58
10;8;14;25.9;606;50
10;8;15;26.6;531;42
10;8;16;26.0;210;47
10;8;17;25.0;124;51
10;8;18;16.4;24;86
10;8;19;16.6;0;87
10;8;20;16.5;0;91
10;8;21;16.8;0;91
10;8;22;16.7;0;90
10;8;23;16.4;0;90
10;8;24;16.5;0;89
10;9;1;16.0;0;89
10;9;2;16.2;0;90
10;9;3;16.2;0;90
10;9;4;16.3;0;88
10;9;5;16.1;0;88
10;9;6;16.1;0;86
10;9;7;16.2;0;85
10;9;8;16.5;25;84
10;9;9;17.8;164;77
