month;day;hour;Dry Bulb Temperature [DegC];Global Horizontal Radiation [Wh/m2];Relative Humidity
10;9;10;18.7;174;73
10;9;11;19.1;250;71
10;9;12;21.2;544;61
10;9;13;21.5;324;59
10;9;14;22.1;315;55
10;9;15;20.9;494;62
10;9;16;21.4;373;61
10;9;17;21.2;122;58
10;9;18;20.1;37;65
10;9;19;19.3;0;71
10;9;20;18.2;0;76
10;9;21;17.8;0;76
10;9;22;17.7;0;78
10;9;23;17.5;0;77
10;9;24;17.2;0;81
10;10;1;16.9;0;81
10;10;2;16.5;0;82
10;10;3;16.1;0;85
10;10;4;16.2;0;86
10;10;5;16.1;0;86
10;10;6;16.3;0;86
10;10;7;16.1;0;87
10;10;8;16.5;13;86
10;10;9;16.6;84;85
10;10;10;16.0;172;88
10;10;11;17.1;247;86
10;10;12;18.8;299;77
10;10;13;18.7;321;78
10;10;14;17.2;311;87
10;10;15;18.0;270;88
10;10;16;19.9;203;73
10;10;17;18.4;118;80
10;10;18;17.5;35;84
10;10;19;17.3;0;86
10;10;20;17.5;0;84
10;10;21;17.0;0;84
10;10;22;17.1;0;84
10;10;23;17.0;0;84
10;10;24;16.3;0;87
10;11;1;16.3;0;88
10;11;2;16.3;0;89
10;11;3;16.2;0;89
10;11;4;16.0;0;90
10;11;5;16.0;0;90
10;11;6;15.8;0;90
10;11;7;15.6;0;90
10;11;8;15.6;12;91
10;11;9;17.0;82;86
10;11;10;18.2;169;79
10;11;11;19.1;441;73
10;11;12;20.5;535;64
10;11;13;21.2;609;61
10;11;14;22.2;556;58
10;11;15;21.6;268;60
10;11;16;22.4;383;60
10;11;17;20.9;116;65
10;11;18;20.5;33;70
10;11;19;19.9;0;73
10;11;20;19.2;0;79
10;11;21;19.0;0;78
10;11;22;18.5;0;86
10;11;23;17.9;0;87
10;11;24;18.0;0;84
10;12;1;17.1;0;83
10;12;2;17.0;0;82
10;12;3;16.3;0;91
10;12;4;16.3;0;91
10;12;5;15.9;0;87
10;12;6;16.0;0;89
10;12;7;15.6;0;91
10;12;8;15.6;11;91
10;12;9;16.0;80;91
10;12;10;16.7;167;89
10;12;11;17.0;242;82
10;12;12;17.3;531;71
10;12;13;18.9;571;60
10;12;14;19.7;555;49
10;12;15;19.8;511;46
10;12;16;20.3;382;42
10;12;17;19.7;219;41
10;12;18;18.4;61;39
10;12;19;16.4;0;45
10;12;20;14.3;0;54
10;12;21;13.9;0;55
10;12;22;12.0;0;62
10;12;23;10.8;0;68
10;12;24;10.6;0;69
10;13;1;9.9;0;70
10;13;2;9.6;0;72
10;13;3;7.9;0;78
10;13;4;8.3;0;78
10;13;5;7.6;0;81
10;13;6;7.5;0;81
10;13;7;6.9;0;84
10;13;8;7.6;21;83
10;13;9;10.0;154;76
10;13;10;12.0;323;70
10;13;11;13.8;455;56
10;13;12;15.3;551;54
10;13;13;16.3;570;51
10;13;14;16.7;553;44
10;13;15;17.4;498;41
10;13;16;17.6;370;42
10;13;17;17.9;189;41
10;13;18;16.8;50;41
10;13;19;14.7;0;53
10;13;20;13.2;0;61
10;13;21;12.0;0;66
10;13;22;11.9;0;65
10;13;23;11.2;0;68
10;13;24;9.6;0;72
10;14;1;9.8;0;71
10;14;2;9.4;0;73
10;14;3;8.1;0;76
10;14;4;8.1;0;76
10;14;5;8.0;0;76
10;14;6;7.6;0;78
10;14;7;7.1;0;79
10;14;8;7.8;13;77
10;14;9;9.8;78;69
10;14;10;11.3;298;62
10;14;11;13.2;467;54
10;14;12;14.3;566;51
10;14;13;15.6;609;44
10;14;14;16.4;570;41
10;14;15;17.5;509;38
10;14;16;17.5;377;38
10;14;17;16.7;212;41
10;14;18;15.3;53;45
10;14;19;13.8;0;53
10;14;20;12.3;0;58
10;14;21;11.7;0;60
10;14;22;11.5;0;56
10;14;23;10.3;0;58
10;14;24;8.5;0;64
10;15;1;6.7;0;71
10;15;2;7.1;0;67
10;15;3;5.6;0;71
10;15;4;5.8;0;71
10;15;5;4.6;0;76
10;15;6;3.9;0;75
10;15;7;3.3;0;77
10;15;8;3.9;19;76
10;15;9;5.9;148;59
10;15;10;7.7;318;57
10;15;11;9.5;465;47
10;15;12;10.7;567;38
10;15;13;11.7;608;41
10;15;14;12.6;589;33
10;15;15;13.0;509;28
10;15;16;13.6;376;25
10;15;17;13.5;210;21
10;15;18;11.9;51;21
10;15;19;10.4;0;28
10;15;20;9.5;0;29
10;15;21;8.1;0;33
10;15;22;7.4;0;37
10;15;23;6.1;0;42
10;15;24;5.2;0;49
10;16;1;3.2;0;56
10;16;2;3.4;0;57
10;16;3;2.6;0;59
10;16;4;1.9;0;63
10;16;5;1.6;0;65
10;16;6;1.2;0;65
10;16;7;0.7;0;69
10;16;8;1.4;17;70
10;16;9;3.5;145;61
10;16;10;5.4;314;51
10;16;11;6.9;461;49
10;16;12;8.5;561;46
10;16;13;10.1;603;39
10;16;14;11.5;583;35
10;16;15;12.1;503;30
10;16;16;12.8;370;29
10;16;17;12.6;203;29
10;16;18;11.4;47;32
10;16;19;9.1;0;42
10;16;20;8.2;0;46
10;16;21;9.1;0;42
10;16;22;8.7;0;44
10;16;23;8.0;0;47
10;16;24;7.4;0;50
10;17;1;7.1;0;51
10;17;2;6.9;0;55
10;17;3;7.4;0;56
10;17;4;7.6;0;57
10;17;5;7.0;0;61
10;17;6;6.2;0;67
10;17;7;6.6;0;68
10;17;8;7.0;8;69
10;17;9;9.0;140;67
10;17;10;10.6;307;61
10;17;11;12.2;447;52
10;17;12;13.2;545;44
10;17;13;14.0;594;41
10;17;14;15.3;573;38
10;17;15;15.0;494;35
10;17;16;14.7;362;34
10;17;17;14.2;197;37
10;17;18;13.0;43;39
10;17;19;10.2;0;50
10;17;20;9.4;0;54
10;17;21;8.7;0;56
10;17;22;7.4;0;60
10;17;23;7.1;0;61
10;17;24;6.4;0;65
10;18;1;5.9;0;67
10;18;2;5.7;0;67
10;18;3;4.9;0;73
10;18;4;4.3;0;75
10;18;5;2.9;0;80
10;18;6;2.3;0;85
10;18;7;2.5;0;86
10;18;8;3.5;15;82
10;18;9;6.7;136;72
10;18;10;9.0;302;64
10;18;11;10.3;442;58
10;18;12;12.3;509;49
10;18;13;13.7;305;32
10;18;14;14.5;500;25
10;18;15;14.3;329;31
10;18;16;14.5;312;30
10;18;17;13.9;179;31
10;18;18;12.6;39;35
10;18;19;10.4;0;45
10;18;20;9.1;0;47
10;18;21;8.5;0;50
10;18;22;7.1;0;55
10;18;23;6.4;0;65
10;18;24;5.0;0;68
10;19;1;4.0;0;68
10;19;2;2.5;0;81
10;19;3;1.9;0;86
10;19;4;1.2;0;85
10;19;5;1.2;0;89
10;19;6;0.6;0;86
10;19;7;-0.6;0;87
10;19;8;1.6;7;85
10;19;9;5.4;69;68
10;19;10;7.5;154;59
10;19;11;11.7;229;42
10;19;12;14.1;366;30
10;19;13;15.4;394;27
10;19;14;15.9;493;28
10;19;15;16.6;449;29
10;19;16;15.9;326;33
10;19;17;14.8;162;39
10;19;18;13.0;24;55
10;19;19;12.6;0;60
10;19;20;12.3;0;64
10;19;21;11.9;0;72
10;19;22;12.2;0;76
10;19;23;12.0;0;78
10;19;24;12.6;0;78
10;20;1;12.9;0;78
10;20;2;13.2;0;79
10;20;3;13.6;0;79
10;20;4;13.9;0;78
10;20;5;14.1;0;76
10;20;6;14.5;0;80
10;20;7;14.6;0;81
10;20;8;14.9;6;79
10;20;9;15.5;66;76
10;20;10;17.1;194;73
10;20;11;19.0;223;62
10;20;12;20.0;273;55
10;20;13;21.1;294;50
10;20;14;20.8;283;51
10;20;15;21.0;147;53
10;20;16;21.0;175;51
10;20;17;19.6;120;58
10;20;18;18.5;17;61
10;20;19;17.8;0;63
10;20;20;17.4;0;64
10;20;21;17.1;0;65
10;20;22;16.9;0;66
10;20;23;16.8;0;67
10;20;24;16.8;0;66
10;21;1;16.9;0;65
10;21;2;16.8;0;67
10;21;3;16.6;0;71
10;21;4;16.9;0;71
10;21;5;14.8;0;76
10;21;6;12.8;0;83
10;21;7;12.2;0;84
10;21;8;11.9;6;87
10;21;9;11.6;64;88
10;21;10;11.7;147;89
10;21;11;11.7;220;89
10;21;12;11.8;270;89
10;21;13;12.2;290;88
10;21;14;12.7;280;85
10;21;15;13.4;239;79
10;21;16;14.4;329;76
10;21;17;14.1;162;73
10;21;18;13.3;28;77
10;21;19;11.7;0;81
10;21;20;10.6;0;87
10;21;21;9.3;0;89
10;21;22;8.8;0;91
10;21;23;9.1;0;92
10;21;24;9.0;0;93
10;22;1;9.5;0;90
10;22;2;9.0;0;93
10;22;3;9.4;0;89
10;22;4;9.5;0;84
10;22;5;9.7;0;85
10;22;6;9.8;0;85
10;22;7;11.0;0;85
10;22;8;11.8;5;81
10;22;9;11.4;62;81
10;22;10;11.4;145;80
10;22;11;10.9;218;83
10;22;12;11.0;268;86
10;22;13;11.2;288;89
10;22;14;11.6;277;89
10;22;15;12.5;236;86
10;22;16;12.7;169;83
10;22;17;12.6;87;76
10;22;18;12.2;15;81
10;22;19;12.0;0;85
10;22;20;12.2;0;86
10;22;21;12.0;0;88
10;22;22;11.7;0;89
10;22;23;12.0;0;88
10;22;24;11.9;0;88
10;23;1;11.9;0;87
10;23;2;11.4;0;88
10;23;3;11.2;0;89
10;23;4;10.9;0;90
10;23;5;10.9;0;90
10;23;6;11.3;0;90
10;23;7;10.6;0;90
10;23;8;11.5;8;90
10;23;9;12.8;115;86
10;23;10;14.3;142;79
10;23;11;15.0;215;79
10;23;12;16.0;264;72
10;23;13;15.9;284;73
10;23;14;16.4;273;72
10;23;15;15.9;339;80
10;23;16;16.8;216;73
10;23;17;17.1;85;69
10;23;18;15.5;25;74
10;23;19;14.4;0;81
10;23;20;13.8;0;85
10;23;21;14.1;0;86
10;23;22;14.3;0;84
10;23;23;14.4;0;82
10;23;24;14.5;0;83
10;24;1;15.3;0;86
10;24;2;15.0;0;91
10;24;3;15.3;0;93
10;24;4;15.7;0;93
10;24;5;16.1;0;92
10;24;6;16.1;0;90
10;24;7;16.4;0;89
10;24;8;16.4;4;91
10;24;9;16.7;58;91
10;24;10;17.8;139;90
10;24;11;18.9;379;83
10;24;12;20.5;259;75
10;24;13;21.0;503;73
10;24;14;22.1;484;65
10;24;15;22.3;411;65
10;24;16;23.2;292;58
10;24;17;20.6;82;73
10;24;18;19.3;13;81
10;24;19;18.7;0;84
10;24;20;18.6;0;86
10;24;21;17.8;0;90
10;24;22;17.4;0;92
10;24;23;17.5;0;92
10;24;24;17.3;0;92
10;25;1;17.1;0;93
10;25;2;17.0;0;93
10;25;3;16.9;0;92
10;25;4;16.8;0;92
10;25;5;16.7;0;93
10;25;6;16.7;0;93
10;25;7;16.8;0;92
10;25;8;16.7;2;93
10;25;9;16.9;34;94
10;25;10;17.2;137;92
10;25;11;16.8;208;93
10;25;12;17.0;256;92
10;25;13;17.3;277;87
10;25;14;17.5;266;85
10;25;15;17.2;225;84
10;25;16;18.1;159;80
10;25;17;17.9;79;77
10;25;18;17.3;12;79
10;25;19;17.0;0;82
10;25;20;16.4;0;86
10;25;21;16.2;0;89
10;25;22;15.5;0;89
10;25;23;14.9;0;92
10;25;24;13.3;0;92
10;26;1;13.7;0;94
10;26;2;12.9;0;94
10;26;3;12.2;0;95
10;26;4;10.6;0;95
10;26;5;10.4;0;95
10;26;6;10.1;0;95
10;26;7;9.8;0;95
10;26;8;9.9;4;95
10;26;9;10.8;99;96
10;26;10;12.6;259;92
10;26;11;15.1;396;73
10;26;12;17.2;490;62
10;26;13;18.5;499;51
10;26;14;19.1;498;49
10;26;15;19.4;421;46
10;26;16;19.0;297;48
10;26;17;18.3;151;49
10;26;18;17.0;22;56
10;26;19;14.4;0;68
10;26;20;14.1;0;69
10;26;21;12.7;0;76
10;26;22;11.6;0;80
10;26;23;11.4;0;82
10;26;24;9.3;0;81
10;27;1;8.3;0;89
10;27;2;7.6;0;92
10;27;3;7.2;0;93
10;27;4;7.6;0;94
10;27;5;6.9;0;94
10;27;6;6.5;0;95
10;27;7;5.6;0;95
10;27;8;6.6;3;95
10;27;9;8.4;103;95
10;27;10;12.6;258;78
10;27;11;15.6;398;59
10;27;12;18.1;486;51
10;27;13;21.5;527;34
10;27;14;22.3;507;29
10;27;15;22.5;420;26
10;27;16;22.1;304;28
10;27;17;20.4;145;35
10;27;18;17.6;21;49
10;27;19;16.3;0;57
10;27;20;15.7;0;60
10;27;21;14.7;0;64
10;27;22;13.6;0;67
10;27;23;12.9;0;72
10;27;24;11.0;0;81
10;28;1;9.9;0;85
10;28;2;9.5;0;87
10;28;3;9.1;0;87
10;28;4;8.6;0;87
10;28;5;8.5;0;88
10;28;6;8.3;0;89
10;28;7;7.8;0;89
10;28;8;8.2;1;90
10;28;9;10.5;97;82
10;28;10;14.3;246;70
10;28;11;17.5;364;61
10;28;12;18.8;425;53
10;28;13;21.4;458;45
10;28;14;22.4;339;40
10;28;15;23.3;285;41
10;28;16;23.1;199;44
10;28;17;21.9;95;49
10;28;18;19.8;13;56
10;28;19;18.4;0;62
10;28;20;16.7;0;71
10;28;21;16.2;0;72
10;28;22;15.4;0;75
10;28;23;15.0;0;78
10;28;24;14.0;0;82
10;29;1;13.5;0;87
10;29;2;11.5;0;89
10;29;3;10.4;0;91
10;29;4;10.0;0;93
10;29;5;9.8;0;94
10;29;6;9.5;0;95
10;29;7;8.8;0;95
10;29;8;9.4;0;96
10;29;9;10.8;90;96
10;29;10;13.3;248;97
10;29;11;16.9;337;68
10;29;12;19.6;446;58
10;29;13;21.2;482;50
10;29;14;22.4;461;48
10;29;15;23.8;389;41
10;29;16;24.1;196;37
10;29;17;23.1;93;39
10;29;18;21.2;12;46
10;29;19;19.3;0;55
10;29;20;17.5;0;62
10;29;21;16.4;0;65
10;29;22;13.7;0;77
10;29;23;12.7;0;84
10;29;24;12.1;0;86
10;30;1;12.1;0;86
10;30;2;11.0;0;88
10;30;3;10.4;0;89
10;30;4;10.0;0;90
10;30;5;9.4;0;91
10;30;6;9.4;0;92
10;30;7;8.9;0;93
10;30;8;8.8;0;93
10;30;9;11.5;90;87
10;30;10;14.7;241;73
10;30;11;17.7;368;63
10;30;12;19.5;458;57
10;30;13;21.9;344;48
10;30;14;23.1;253;44
10;30;15;23.2;213;44
10;30;16;23.8;147;42
10;30;17;24.2;69;40
10;30;18;21.2;8;54
10;30;19;18.8;0;63
10;30;20;16.7;0;67
10;30;21;16.1;0;65
10;30;22;14.9;0;69
10;30;23;14.0;0;72
10;30;24;13.7;0;74
10;31;1;12.9;0;79
10;31;2;12.0;0;82
10;31;3;12.0;0;88
10;31;4;14.1;0;89
10;31;5;14.3;0;91
10;31;6;14.3;0;92
10;31;7;14.5;0;93
10;31;8;14.5;0;93
10;31;9;14.7;28;93
10;31;10;14.9;75;91
10;31;11;15.2;118;91
10;31;12;15.7;147;87
10;31;13;16.2;260;84
10;31;14;17.8;249;77
10;31;15;19.0;209;70
10;31;16;18.4;144;73
10;31;17;17.8;67;75
10;31;18;17.1;8;79
10;31;19;14.5;0;88
10;31;20;13.6;0;90
10;31;21;13.0;0;92
10;31;22;11.6;0;91
10;31;23;10.4;0;89
10;31;24;9.3;0;89
11;1;1;8.4;0;88
11;1;2;8.6;0;90
11;1;3;8.6;0;92
11;1;4;9.1;0;92
11;1;5;9.1;0;90
11;1;6;9.4;0;90
11;1;7;9.5;0;88
11;1;8;9.0;0;88
11;1;9;9.9;45;90
11;1;10;10.4;74;88
11;1;11;12.1;117;79
11;1;12;13.7;240;74
11;1;13;14.1;260;68
11;1;14;14.8;249;57
11;1;15;14.2;127;63
11;1;16;14.3;143;63
11;1;17;13.4;125;66
11;1;18;12.1;7;72
11;1;19;11.2;0;78
11;1;20;10.8;0;79
11;1;21;10.5;0;77
11;1;22;8.9;0;85
11;1;23;8.4;0;87
11;1;24;8.5;0;90
11;2;1;7.6;0;92
11;2;2;6.7;0;93
11;2;3;6.5;0;95
11;2;4;6.6;0;95
11;2;5;6.9;0;94
11;2;6;7.1;0;93
11;2;7;7.9;0;93
11;2;8;8.3;0;91
11;2;9;8.6;26;94
11;2;10;9.5;73;93
11;2;11;10.5;190;88
11;2;12;11.6;145;85
11;2;13;12.6;257;80
11;2;14;12.5;150;79
11;2;15;11.9;205;85
11;2;16;11.9;85;87
11;2;17;11.8;38;86
11;2;18;11.3;4;86
11;2;19;9.9;0;90
11;2;20;9.9;0;90
11;2;21;9.8;0;89
11;2;22;9.5;0;87
11;2;23;8.6;0;90
11;2;24;8.0;0;90
11;3;1;7.6;0;92
11;3;2;7.2;0;92
11;3;3;6.9;0;91
11;3;4;6.4;0;92
11;3;5;5.5;0;93
11;3;6;5.6;0;94
11;3;7;5.4;0;96
11;3;8;5.5;0;96
11;3;9;5.5;25;96
11;3;10;6.1;72;95
11;3;11;7.1;188;89
11;3;12;9.2;451;80
11;3;13;10.5;488;72
11;3;14;11.5;244;67
11;3;15;11.5;367;69
11;3;16;11.5;265;71
11;3;17;9.3;118;77
11;3;18;8.3;8;80
11;3;19;7.6;0;84
11;3;20;7.4;0;85
11;3;21;6.9;0;87
11;3;22;5.9;0;91
11;3;23;6.2;0;92
11;3;24;5.5;0;93
11;4;1;5.1;0;94
11;4;2;5.2;0;94
11;4;3;4.6;0;94
11;4;4;4.3;0;94
11;4;5;4.4;0;95
11;4;6;4.4;0;96
11;4;7;4.4;0;97
11;4;8;4.4;0;97
11;4;9;4.8;24;98
11;4;10;5.7;71;98
11;4;11;8.3;185;85
11;4;12;9.7;446;74
11;4;13;11.5;452;67
11;4;14;12.6;461;66
11;4;15;13.9;376;60
11;4;16;15.0;136;53
11;4;17;14.6;112;59
11;4;18;12.7;8;70
11;4;19;11.8;0;69
11;4;20;11.1;0;74
11;4;21;11.4;0;79
11;4;22;15.1;0;75
11;4;23;15.4;0;79
11;4;24;15.4;0;81
11;5;1;15.1;0;77
11;5;2;15.3;0;78
11;5;3;15.6;0;78
11;5;4;15.5;0;80
11;5;5;15.6;0;80
11;5;6;15.7;0;78
11;5;7;15.7;0;77
11;5;8;16.2;0;75
11;5;9;16.5;23;72
11;5;10;16.8;215;69
11;5;11;17.5;181;65
11;5;12;17.6;139;66
11;5;13;17.7;151;65
11;5;14;18.1;144;65
11;5;15;18.3;197;60
11;5;16;17.9;133;61
11;5;17;17.4;35;62
11;5;18;16.7;2;62
11;5;19;16.0;0;62
11;5;20;15.6;0;67
11;5;21;15.5;0;67
11;5;22;15.2;0;68
11;5;23;12.0;0;88
11;5;24;11.4;0;92
11;6;1;10.8;0;90
11;6;2;10.7;0;91
11;6;3;10.5;0;89
11;6;4;10.5;0;90
11;6;5;1.0;0;100
11;6;6;0.0;0;100
11;6;7;10.2;0;95
11;6;8;9.7;0;96
11;6;9;10.7;66;91
11;6;10;12.2;111;79
11;6;11;12.7;180;72
11;6;12;14.2;228;62
11;6;13;14.2;247;59
11;6;14;14.3;426;57
11;6;15;14.2;196;57
11;6;16;13.8;80;60
11;6;17;13.7;34;61
11;6;18;13.0;3;67
11;6;19;12.3;0;69
11;6;20;10.7;0;78
11;6;21;10.0;0;83
11;6;22;10.8;0;80
11;6;23;10.6;0;82
11;6;24;8.9;0;86
11;7;1;8.4;0;87
11;7;2;9.0;0;89
11;7;3;10.9;0;81
11;7;4;11.5;0;79
11;7;5;11.8;0;77
11;7;6;12.2;0;77
11;7;7;12.8;0;74
11;7;8;12.2;0;78
11;7;9;12.8;21;77
11;7;10;12.7;66;78
11;7;11;13.3;108;81
11;7;12;14.0;137;76
11;7;13;15.1;148;74
11;7;14;16.1;142;64
11;7;15;15.9;117;67
11;7;16;12.2;129;85
11;7;17;12.1;33;88
11;7;18;12.0;2;82
11;7;19;12.2;0;71
11;7;20;11.6;0;76
11;7;21;11.2;0;82
11;7;22;10.9;0;87
11;7;23;10.8;0;87
11;7;24;10.3;0;90
11;8;1;9.2;0;90
11;8;2;9.4;0;92
11;8;3;9.1;0;91
11;8;4;7.9;0;94
11;8;5;7.1;0;94
11;8;6;6.3;0;95
11;8;7;6.5;0;96
11;8;8;6.6;0;97
11;8;9;9.2;64;97
11;8;10;11.7;192;82
11;8;11;13.2;335;68
11;8;12;12.9;398;67
11;8;13;13.4;314;69
11;8;14;14.9;441;61
11;8;15;14.6;364;63
11;8;16;14.9;232;64
11;8;17;14.4;102;68
11;8;18;13.6;4;73
11;8;19;13.0;0;76
11;8;20;11.5;0;80
11;8;21;10.4;0;85
11;8;22;9.7;0;88
11;8;23;9.9;0;88
11;8;24;9.2;0;88
11;9;1;9.0;0;91
11;9;2;9.3;0;92
11;9;3;8.9;0;93
11;9;4;9.0;0;92
11;9;5;9.7;0;93
11;9;6;10.3;0;95
11;9;7;10.7;0;90
11;9;8;10.4;0;92
11;9;9;10.4;32;93
11;9;10;10.9;64;92
11;9;11;11.4;105;88
11;9;12;11.5;133;89
11;9;13;11.7;145;87
11;9;14;11.6;139;89
11;9;15;12.1;114;86
11;9;16;13.0;124;82
11;9;17;11.8;92;84
11;9;18;10.8;2;90
11;9;19;10.2;0;93
11;9;20;9.7;0;95
11;9;21;8.9;0;96
11;9;22;8.1;0;95
11;9;23;8.6;0;96
11;9;24;8.3;0;97
11;10;1;8.4;0;97
11;10;2;8.4;0;97
11;10;3;8.1;0;97
11;10;4;9.1;0;92
11;10;5;10.1;0;89
11;10;6;11.0;0;84
11;10;7;11.5;0;84
11;10;8;11.4;0;85
11;10;9;12.7;30;81
11;10;10;14.6;102;77
11;10;11;14.9;169;74
11;10;12;15.8;132;70
11;10;13;16.0;235;74
11;10;14;16.4;224;70
11;10;15;16.9;327;68
11;10;16;16.7;222;65
11;10;17;15.3;49;70
11;10;18;14.9;0;72
11;10;19;14.6;0;74
11;10;20;14.7;0;74
11;10;21;14.2;0;76
11;10;22;14.0;0;77
11;10;23;13.9;0;79
11;10;24;13.3;0;82
11;11;1;12.4;0;86
11;11;2;12.6;0;88
11;11;3;11.8;0;87
11;11;4;11.1;0;90
11;11;5;10.6;0;94
11;11;6;10.9;0;96
11;11;7;10.6;0;96
11;11;8;9.1;0;96
11;11;9;11.2;55;97
11;11;10;13.7;100;90
11;11;11;16.7;319;76
11;11;12;17.9;407;71
11;11;13;18.8;415;67
11;11;14;18.2;222;68
11;11;15;18.4;334;64
11;11;16;17.4;120;68
11;11;17;17.1;48;68
11;11;18;16.1;0;73
11;11;19;15.7;0;77
11;11;20;15.2;0;76
11;11;21;15.1;0;80
11;11;22;15.4;0;83
11;11;23;16.1;0;80
11;11;24;16.3;0;79
11;12;1;16.3;0;78
11;12;2;16.1;0;79
11;12;3;16.1;0;77
11;12;4;16.4;0;74
11;12;5;16.0;0;76
11;12;6;15.8;0;76
11;12;7;15.9;0;74
11;12;8;16.2;0;74
11;12;9;16.2;44;75
11;12;10;18.1;187;70
11;12;11;19.2;314;69
11;12;12;19.9;211;64
11;12;13;20.0;230;62
11;12;14;20.6;219;62
11;12;15;20.8;336;61
11;12;16;20.2;218;63
11;12;17;18.8;46;68
11;12;18;18.3;0;70
11;12;19;17.5;0;74
11;12;20;17.8;0;75
11;12;21;17.4;0;78
11;12;22;17.4;0;79
11;12;23;17.2;0;81
11;12;24;16.4;0;86
11;13;1;15.4;0;88
11;13;2;13.9;0;89
11;13;3;13.5;0;85
11;13;4;13.0;0;86
11;13;5;12.7;0;86
11;13;6;12.5;0;87
11;13;7;12.4;0;86
11;13;8;12.2;0;87
11;13;9;12.4;16;87
11;13;10;12.8;59;85
11;13;11;13.5;99;83
11;13;12;13.3;127;83
11;13;13;13.8;139;83
11;13;14;14.3;133;79
11;13;15;14.6;109;78
11;13;16;14.7;71;77
11;13;17;14.6;27;78
11;13;18;14.5;0;80
11;13;19;14.3;0;82
11;13;20;14.3;0;83
11;13;21;14.2;0;84
11;13;22;14.3;0;85
11;13;23;12.9;0;89
11;13;24;12.6;0;93
11;14;1;12.8;0;95
11;14;2;12.2;0;97
11;14;3;12.0;0;97
11;14;4;11.8;0;97
11;14;5;11.5;0;98
11;14;6;11.2;0;97
11;14;7;10.6;0;97
11;14;8;10.4;0;98
11;14;9;11.1;15;97
11;14;10;11.8;57;97
11;14;11;16.2;97;87
11;14;12;17.3;125;78
11;14;13;18.3;224;76
11;14;14;18.8;214;70
11;14;15;18.7;336;69
11;14;16;18.5;219;71
11;14;17;17.9;83;72
11;14;18;16.9;0;76
11;14;19;16.4;0;78
11;14;20;16.1;0;81
11;14;21;15.9;0;82
11;14;22;15.6;0;84
11;14;23;15.2;0;86
11;14;24;14.9;0;86
11;15;1;14.4;0;88
11;15;2;15.0;0;86
11;15;3;14.1;0;87
11;15;4;14.0;0;89
11;15;5;13.8;0;89
11;15;6;13.8;0;91
11;15;7;14.3;0;89
11;15;8;14.5;0;87
11;15;9;15.7;44;85
11;15;10;17.3;92;78
11;15;11;18.3;301;74
11;15;12;18.8;389;69
11;15;13;19.0;390;69
11;15;14;19.3;406;64
11;15;15;18.4;174;68
11;15;16;18.5;113;66
11;15;17;17.3;81;69
11;15;18;16.4;0;72
11;15;19;15.7;0;73
11;15;20;15.4;0;77
11;15;21;15.1;0;80
11;15;22;14.7;0;81
11;15;23;13.7;0;80
11;15;24;12.6;0;86
11;16;1;11.2;0;88
11;16;2;10.2;0;92
11;16;3;12.0;0;95
11;16;4;10.6;0;90
11;16;5;10.0;0;93
11;16;6;10.5;0;91
11;16;7;9.8;0;92
11;16;8;9.1;0;93
11;16;9;10.4;43;93
11;16;10;13.2;131;80
11;16;11;15.7;298;72
11;16;12;17.5;201;71
11;16;13;18.9;220;67
11;16;14;19.1;403;61
11;16;15;19.1;330;58
11;16;16;18.2;213;60
11;16;17;17.2;79;64
11;16;18;16.2;0;67
11;16;19;14.9;0;73
11;16;20;14.3;0;75
11;16;21;13.5;0;78
11;16;22;12.6;0;81
11;16;23;11.7;0;84
11;16;24;11.0;0;88
11;17;1;10.6;0;89
11;17;2;8.2;0;92
11;17;3;5.5;0;94
11;17;4;5.4;0;95
11;17;5;5.2;0;97
11;17;6;7.6;0;95
11;17;7;10.2;0;95
11;17;8;9.7;0;96
11;17;9;10.7;37;91
11;17;10;12.2;88;79
11;17;11;12.7;154;72
11;17;12;14.2;201;62
11;17;13;14.2;220;59
11;17;14;14.3;379;57
11;17;15;14.2;172;57
11;17;16;13.8;67;60
11;17;17;13.7;25;61
11;17;18;13.0;0;67
11;17;19;10.5;0;81
11;17;20;10.3;0;83
11;17;21;10.3;0;85
11;17;22;10.5;0;88
11;17;23;10.6;0;90
11;17;24;10.8;0;91
11;18;1;10.7;0;91
11;18;2;10.4;0;92
11;18;3;10.2;0;92
11;18;4;10.0;0;92
11;18;5;9.7;0;92
11;18;6;9.8;0;92
11;18;7;9.8;0;92
11;18;8;9.1;0;93
11;18;9;10.4;38;93
11;18;10;13.2;126;80
11;18;11;15.7;290;72
11;18;12;17.5;197;71
11;18;13;18.9;216;67
11;18;14;19.1;395;61
11;18;15;19.1;323;58
11;18;16;18.2;207;60
11;18;17;17.2;74;64
11;18;18;16.2;0;67
11;18;19;13.8;0;77
11;18;20;13.0;0;79
11;18;21;12.3;0;83
11;18;22;11.7;0;86
11;18;23;11.2;0;89
11;18;24;11.0;0;91
11;19;1;10.7;0;91
11;19;2;10.4;0;92
11;19;3;10.2;0;92
11;19;4;10.0;0;92
11;19;5;9.7;0;92
11;19;6;9.8;0;92
11;19;7;9.8;0;92
11;19;8;9.1;0;93
11;19;9;10.4;35;93
11;19;10;13.2;123;80
11;19;11;15.7;286;72
11;19;12;17.5;195;71
11;19;13;18.9;214;67
11;19;14;19.1;391;61
11;19;15;19.1;319;58
11;19;16;18.2;204;60
11;19;17;17.2;72;64
11;19;18;16.2;0;67
11;19;19;13.6;0;77
11;19;20;12.3;0;80
11;19;21;10.7;0;84
